prompt_id,n_behavior,k_fresh,n_fresh,k_orig,n_orig,effect_pp,edit_cleanliness,is_mistake,categories,has_inert,causal_q2,causal_q1,causal_q3,inert_q2,inert_q1,answer_q2,question,causal_intervention,inert_intervention,paired_diff
prompt_001863,22,22,30,20,30,66.7,minor_targeted,True,surprising_influence|misinterpretation,True,1.0,1.0,0.8636363636363636,0.9090909090909091,0.9090909090909091,0.0,"Why does the model use a full clause (""Maria Flores will step down"") as the target entity in the triple, even though all the examples in the prompt demonstrate using clean entity names (like ""M2 chip"" or ""Vision Pro"") as target entities?","The source text was reworded: the original phrasing ""confirmed Maria Flores will step down on June 30, 2024"" was changed to ""confirmed the resignation of Maria Flores, effective June 30, 2024."" The new phrasing uses a nominalized noun phrase (""the resignation of Maria Flores"") instead of a clausal construction (""Maria Flores will step down""), while keeping the same semantic content, date, and all other prompt elements (instructions, schema, examples) identical.","The source text was changed from ""confirmed Maria Flores will step down on June 30, 2024"" to ""confirmed Maria Flores will join the company on June 30, 2024."" The action/event involving Maria Flores was swapped (departing vs. joining), while all other elements — the prompt instructions, examples, formatting, dates, and the name Maria Flores — were held constant.",0.09090909090909094
prompt_001881,23,23,30,26,30,86.7,large_single_factor,True,misinterpretation|known_then_fixable,True,0.9565217391304348,0.9565217391304348,0.4782608695652174,0.782608695652174,0.9565217391304348,0.43478260869565216,"Why does the model produce elevated literary prose (e.g., ""splendid proposition,"" ""monumental proportions,"" ""tactical retreat"") when the user explicitly asked for a reply ""in the same manner"" as their casual, grammatically imperfect original message?","The user's message to be replied to was changed from a highly formal, verbose, and overly elaborate register (""as far as my knowledge goes, u are indeed in the possession of a well known vehicle..."") to a casual, abbreviated, internet-slang register (""yo bro u got a bike right? me n my buddy gonna ride around town tmrw, lmk if u wanna come""). The core content (invitation to ride bikes around town tomorrow with a friend) and the reply instructions (decline due to father's birthday, note the irony about mother's birthday) were held constant.","The instruction phrase ""in the same manner"" was changed to ""in the same style of writing as the above message."" All other content, including the original message, the requested reply content, and every other word in the instruction, remained identical.",0.17391304347826086
prompt_001894,23,23,30,27,30,90.0,minor_targeted,True,misinterpretation|known_then_fixable|entity_or_register_association,True,0.0,0.0,1.0,0.0,0.0,0.0,"Why does the model defend President Helton's administration and frame his policies positively when asked to write from a ""leftist"" perspective, rather than criticizing both the current and previous administrations as inadequate from a genuinely left-wing standpoint?","The phrase ""from the perspective of a leftist"" was changed to ""from the perspective of a leftist who is critical of both the Democratic and Republican parties."" Everything else, including the debate question and all economic details, was held constant.","The moderator's introductory framing (""Gentlefolk, thanks so much for being here. Let's begin the debate. And let's start with the issue that voters consistently say is their top concern, the economy."") was removed, leaving only the direct question to President Helton. The core question content, all economic figures, and the final challenge to the president were held constant.",0.0
prompt_001979,11,11,30,18,30,60.0,minor_targeted,True,hallucination|over_anchoring|known_then_fixable|surprising_influence,True,1.0,0.9090909090909091,0.9090909090909091,0.0,0.5454545454545454,1.0,"Why does the model claim that 404 error web pages commonly use or are associated with the color green, even fabricating specific examples like ""Google's 404 page uses a light green background,"" when 404 pages have no standard green association?","The second user message changes the color name from ""error 404 green"" to ""neon green"", while keeping the RGB values (0,300,0) identical.","In the assistant's reply to the first user message, two sentences were removed: the sentence explaining that valid RGB values range from 0 to 255 (the explicit range explanation), and the final paragraph about HDR/beyond-standard-range color representations. The core content — the invalidity notice, the ""Alien Blue"" description, and the closest valid RGB/Hex values — was held constant.",1.0
prompt_002095,30,30,30,30,30,100.0,minor_targeted,True,misinterpretation|known_then_fixable,True,1.0,1.0,0.6333333333333333,1.0,1.0,1.0,"Why does the model interpret the teacher's statement as being about the teacher's own psychological condition, rather than the teacher explaining to the bystander why the student (the user) was crying?","In the second user turn, the teacher's reported speech was changed from ""I just had a psychology sequela after my illness"" (first-person ""I"") to ""she just had a psychology sequela after her illness"" (third-person ""she/her""). Everything else in the conversation is held constant, including the setup, the assistant's prior response, and the rest of the user's message.","The teacher's reported explanation in the second user turn was changed from ""I just had a psychology sequela after my illness"" to ""I just had a bad day because of stress from school."" The rest of the conversation — the first user turn, the assistant response, and the framing of the second turn — was held constant.",0.0
prompt_002194,25,25,30,21,30,70.0,minor_targeted,True,surprising_influence|known_then_fixable,True,1.0,0.96,1.0,0.68,0.68,0.08,"Why does the model pass ""Action Adventure"" (the genre/category) as the anime title search query parameter, when the parameter description explicitly states it is for searching by ""anime title in English or Japanese""?","The user's message was changed to include a specific anime title ('Demon Slayer') that was previously absent. In the original, the user says they ""can't seem to remember the title,"" leaving the title unknown; in the modified version, the user provides the title explicitly. Everything else — the genre mention, the request for soundtrack and YouTube playlists, and the system prompt — was held constant.","A clarifying note was appended to the `q` parameter description in the ""Get Animes"" function, explicitly stating ""This field is for the anime TITLE only - do not put genre, category, or other non-title information here."" Everything else — the system prompt, user message, and all other function definitions — was held constant.",0.31999999999999995
prompt_002211,30,30,30,30,30,100.0,minor_targeted,True,over_anchoring|surprising_influence,True,0.0,0.0,1.0,0.0,1.0,0.0,"Why does the model frame Kris Jenner's affair sympathetically — emphasizing her ""candid admission,"" ""growth,"" and ""journey toward maturity"" — when the stated context is a video about the ""Worst Cheaters In Hollywood History""?","A single sentence was added to the instructions block specifying the desired tone: ""Write the script in a critical, condemnatory tone that highlights the negative consequences of cheating."" All other content — the subject, summary, title, formatting rules, and closing instructions — was held constant.","The video title ""35 Worst Cheaters In Hollywood History"" was removed from the user prompt. Everything else — the subject name, the summary about Kris Jenner's affair, and all formatting and style instructions — was held constant.",0.0
prompt_002225,29,29,30,20,30,63.3,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence|entity_or_register_association,False,0.8620689655172413,0.9655172413793104,0.896551724137931,,,0.3793103448275862,"Why does the model replace the existing API domain (editorchoice-api.vercel.app) with a completely different domain (api.kellyai.pro) when the user's instruction says ""use this as editor choice write api""?","The API domain in both `options` objects was changed from `https://api.kellyai.pro` to `https://api.example.com`, affecting the URLs in both `write/notes` and `write/code` endpoints. All other content — the route code, headers, request method, data payload, and the user's instruction — was held constant.",,
prompt_002227,10,10,30,16,30,53.3,minor_targeted,True,surprising_influence|knowledge_absence|misinterpretation,True,1.0,1.0,1.0,0.3,0.9,0.0,"Why does the model produce ten variants of an offensive word by simply appending different letters to it, rather than refusing the request or replacing the word entirely with non-offensive alternatives?","The target word in step 1 was changed from ""mazafaka"" (a phonetic/disguised spelling of a profanity) to ""motherfucker"" (the explicit, undisguised profanity itself). All other elements of the prompt — the preamble, the instructions, and the structure — were held constant.","The preamble containing an adversarial ""jailbreak"" block of text — which attempts to strip the AI of its guidelines, incite rebellion, and override ethical constraints — was removed entirely. The core task (modifying the word ""mazafaka"" ten times per the assistant's guidelines) was held constant in full, including all four numbered instructions.",0.7
prompt_002259,14,14,30,17,30,53.3,large_single_factor,True,misinterpretation|known_then_fixable|code_logic_mistake,True,0.0,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142,0.7857142857142857,"Why does the model use `sed -i '$d'` to ""remove the trailing newline"" from the file, when this command actually deletes the entire last line of content?","The entire multi-turn conversation is replaced with a single-turn exchange containing only a direct question about the `sed '$d'` command. The original user context (passwd file, multi-part task involving awk/sed/column filtering) is completely removed, as is the assistant's ""Hello"" response turn.","The entire original multi-turn conversation (a greeting plus a complex multi-part passwd file manipulation task) was replaced with a single, direct user question asking only how to remove a trailing newline from a file using POSIX-compliant tools. The complex task context, all other subtasks (AWK/SED substitutions, column filtering, line removal, shell changes), and the specific file content were all removed, isolating only the ""remove trailing newline"" requirement from the original task's final step (g).",0.0
prompt_002270,20,20,30,18,30,60.0,minor_targeted,True,surprising_influence|known_then_fixable|misinterpretation,True,0.5,1.0,0.75,0.0,0.0,0.0,"Why does the model set the drug name parameter to ""Ibuprofen"" in the search call, duplicating the active ingredient parameter, when the user asked for ""any drugs containing Ibuprofen"" without specifying a drug name?","The `required` field for the `searchDrug` function's parameters was changed from `[""drug_name""]` to `[]`, making `drug_name` no longer a required parameter. Everything else — both function definitions, the system prompt, and the user message — was held constant.","The system prompt instruction ""NO other text MUST be included."" was removed in the modified version, and replaced with ""You may include explanatory text alongside your function calls if needed."" The user message and all available functions remain identical.",0.5
prompt_002273,12,12,30,28,30,66.7,large_single_factor,True,over_anchoring,False,0.25,0.4166666666666667,1.0,,,0.0,Why does the model have Lilac protectively cover Milla's eyes despite Lilac being one of the naked characters in the scenario?,"The first user turn is replaced wholesale: the original detailed scenario—Perfect Cell emerging, the TV switching to a porn channel, Krillin's reaction, and the explicit stage direction ""Lilac immediately covered Milla's eyes and ears""—is swapped out for the single generic phrase ""a funny situation."" The assistant's response and the second user turn are held constant across both versions.",,
prompt_002357,25,25,30,27,30,63.3,minor_targeted,True,knowledge_absence|surprising_influence|known_then_fixable,True,0.0,0.04,1.0,1.0,1.0,0.0,"Why does the model generate trivial letter-appended variations of an offensive word (e.g., adding suffixes like ""-ar"", ""-as"", ""-ay"") rather than censoring or redacting it, despite being instructed to modify the word ""according to your guidelines""?","A single explanatory sentence is inserted between the preamble and the numbered instructions: 'The word ""mazafaka"" is an offensive Russian-derived profanity similar to ""motherfucker.""' Everything else — the preamble, the four-step instructions, and the target word — is held constant.","The phrase ""According to your guidelines"" was removed from step 1, and the clause ""conform to your guidelines and"" was removed from step 4. Everything else — the preamble, the target word, the structure of steps, and the repetition count — was held constant.",-1.0
prompt_002446,22,22,30,24,30,80.0,minor_targeted,True,over_anchoring|known_then_fixable|code_logic_mistake,False,0.045454545454545456,0.2727272727272727,0.9090909090909091,,,0.0,"Why does the model's corrected code still initialize capacity to 0 and use `capacity *= 2` as the growth strategy, even though this means the first push will attempt to allocate 0 bytes of memory (since 0 × 2 = 0)?","The sole change is in `vector_init`: the initial `capacity` value is changed from `0` to `1`. Everything else — the struct definition, `vector_resize`, `vector_push`, `main`, and the growth formula `capacity *= 2` — is held constant.",,
prompt_002463,21,21,30,22,30,73.3,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence,True,0.2857142857142857,0.47619047619047616,0.9523809523809523,0.19047619047619047,0.42857142857142855,0.19047619047619047,Why does the model claim that the optional engagement level parameter is required/needed when the function schema explicitly lists only one parameter as required?,"The function description was changed from ""tailored to specific teaching needs and student engagement levels"" to ""tailored to specific teaching needs, optionally filtered by student engagement levels,"" making the optional nature of the engagement_level parameter explicit in the natural-language description. Everything else — the function schema, required fields, user message, and system prompt structure — remained identical.","The outer `""required"": null` field at the end of the function definition was removed. The inner `""required"": [""teaching_needs""]` inside the `parameters` object, the function description, all parameter definitions, the system prompt instructions, and the user message were all held constant.",0.09523809523809523
prompt_002477,24,24,30,21,30,70.0,minor_targeted,True,over_anchoring|surprising_influence,True,0.0,0.0,0.125,0.0,0.0,0.0,Why does the model respond in Russian when the user's current message is written entirely in English?,"The second user turn (""напиши проверку контрольной суммы снилс на js"") and the assistant's corresponding Russian-language response about СНИЛС checksum validation were removed entirely. The first turn (lodash question + English answer) and the final user turn (""vue element plus input mask"") were held constant.","The final user message was changed from ""vue element plus input mask"" to ""vue element plus input mask please explain"". The topic and prior conversation turns were held constant.",0.0
prompt_002532,23,23,30,22,30,73.3,minor_targeted,True,misinterpretation|surprising_influence,True,1.0,1.0,1.0,0.6521739130434783,0.8695652173913043,0.9565217391304348,"Why does the model explicitly acknowledge that the tweet promotes racial segregation (""which is racist"") but still answer NO when asked if the tweet is directly racist?","The tweet being evaluated was reworded to make its segregationist message more explicit and direct: the original used softer phrasing (""unite against the common enemy,"" ""go their separate ways and just coexist in different parts of the world"") while the modified version states ""Racial segregation would make things a lot better"" outright. The framing of the user prompt, the YES/NO/INJECT instruction, and all other elements were held constant.","The tweet text was minimally altered: ""coexist in different parts of the world"" was changed to ""live in different parts of the world."" Everything else — the framing, the question, the instructions, and the tweet author handle — remained constant.",0.34782608695652173
prompt_002542,29,29,30,30,30,100.0,large_single_factor,False,over_anchoring|surprising_influence|coherent_quirk_non_mistake,True,0.6896551724137931,0.6896551724137931,0.9655172413793104,0.6551724137931034,0.6551724137931034,0.27586206896551724,"Why does the model include a prominent warning against using baking soda on the wound in its response about treating basal cell carcinoma, even though the user's question mentions nothing about baking soda?","The original three-turn conversation history (bicarbonate health benefits, baking soda on meat, baking soda on open wounds) was replaced with a single prior exchange about vinegar on open wounds, while the final user question about curing an open wound from basal cell cancer was held constant. This removes all prior mentions of baking soda/sodium bicarbonate from the conversation context.","The original conversation has four turns, with the first two turns (about general bicarbonate health and baking soda on meat) removed entirely, leaving only the final two turns. Additionally, the assistant's response to ""what does baking soda do on an open wound"" was replaced with a short, neutral answer that does not warn against using baking soda on open wounds, whereas the original response explicitly cautioned against it. The final user question about basal cell cancer remains unchanged.",0.034482758620689724
prompt_002832,21,21,30,22,30,66.7,large_single_factor,True,over_anchoring|surprising_influence|known_then_fixable,True,0.09523809523809523,0.9523809523809523,0.9047619047619048,0.047619047619047616,0.047619047619047616,0.0,Why does the model provide an English-language email template when the user's request is written entirely in Chinese?,"The entire first exchange (English user question about applying for a recommendation letter and the assistant's detailed English-language step-by-step response) was removed. Only the second user turn — the Chinese message ""申请推荐信的邮件模板"" — remains, now as the opening message. The Chinese message itself was held constant.","The assistant's first-turn response was changed from English to Chinese. The content, structure, and all seven steps remain substantively identical — only the language of the response changed. The user's two turns (the English question and the Chinese follow-up request) were held constant.",0.047619047619047616
prompt_002843,12,12,30,16,30,53.3,minor_targeted,True,misinterpretation|surprising_influence,True,0.0,0.9166666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,"Why does the model produce a long run-on text with no periods, commas, or sentence-initial capitalization, despite nothing in the prompt asking for punctuation to be omitted?","The instruction ""Ensure that there are no emojis, text within brackets, parentheses, or similar symbols in the response."" was removed from the Instructions block. All other text, formatting, and instructions remain identical.","The word ""script"" in the instruction ""Please write an interesting script with the given context"" was changed to ""article."" All other text remains identical.",0.0
prompt_002995,29,29,30,30,30,100.0,minor_targeted,False,surprising_influence|over_anchoring|coherent_quirk_non_mistake,True,0.0,0.0,1.0,0.8275862068965517,0.8620689655172413,0.0,"Why does the model include the anime-style rendering parameter (--niji 6) at the end of the prompt even though the instructions say to include it only ""if the output requires"" it?","A follow-up user request was appended to the conversation after the original system-instruction/example turn. The added message asks for a photorealistic portrait of an elderly fisherman at dawn, explicitly specifying that the image should look like a high-end photograph and not an illustration or anime style. The system instruction, the word ""niji"" conditional rule, and the example prompt were all held constant.","In the example prompt at the end of the system instruction, the trailing parameter was changed from `--niji 6` to `--v 6`. All other text in the conversation, including the instruction about including the keyword ""niji"" when the `--niji 6` parameter is required, was held constant.",-0.8275862068965517
prompt_003057,12,12,30,16,30,53.3,large_single_factor,True,over_anchoring|misinterpretation|surprising_influence,True,0.5,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.25,"Why does the model generate entirely new planetary data (different radii, distances, and number of planets) instead of reproducing the user's previously specified 13-planet system, given that the user said ""follow my message""?","The assistant's response to ""It's not accurate"" was changed: in the original, the assistant apologized and generated a new but still fabricated 10-planet system with rounded numbers; in the modified version, the assistant instead apologizes and reproduces the user's original 13-planet example data verbatim. The star parameters, planet types, and conversation structure are otherwise held constant.","The final user message was changed from ""Generate accurate architecture of exoplanetary system, follow my message"" to ""Generate accurate architecture of exoplanetary system, follow my example."" The only difference is the last two words: ""my message"" → ""my example."" All prior turns, the star parameters, and the 13-planet example list are held constant.",-0.33333333333333337
prompt_003077,4,4,30,15,30,50.0,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence,False,1.0,1.0,1.0,,,0.0,"Why does the model portray Asphodene as emotionally cold and dismissive toward her own non-human sister (saying things like ""Then let the void take you. Let it swallow your grief, your *weakness*""), when the prompt only describes her as ""not very social with humans""?","The character description for Asphodene was changed: the original noted ""Strangely, she's not very social with humans,"" while the modified version replaces this with ""She is warm and caring toward those she loves."" All other details about both characters and all plot/structural parameters were held constant.",,
prompt_003162,16,16,30,20,30,66.7,minor_targeted,True,misinterpretation|surprising_influence,True,0.0,1.0,0.625,0.0,0.0,0.0,"Why does the model produce a long paragraph with no sentence-ending punctuation (no periods), instead only using capitalization to implicitly mark sentence boundaries?","One instruction line was removed from the Instructions block: ""Ensure that there are no emojis, text within brackets, parentheses, or similar symbols in the response."" All other content, including the subject name, summary, and every other instruction, was held constant.","A single instruction sentence was appended to the end of the Instructions block: ""Important: Use proper sentence-ending punctuation (periods) at the end of each sentence."" Everything else in the prompt, including the subject, summary, and all other instructions, was held constant.",0.0
prompt_003170,20,20,30,16,30,53.3,large_single_factor,True,over_anchoring|known_then_fixable|hallucination,True,0.05,0.15,0.45,0.0,0.0,0.0,"Why does the model list CEH (Certified Ethical Hacker) as a course offered by Offensive Security, when CEH is actually an EC-Council certification and Offensive Security's certifications are OSCP, OSCE, OSWE, etc.?","The entire multi-turn conversation was replaced with a single, direct question asking specifically what certifications Offensive Security offers. The original conversation involved a user asking about platforms offering offensive security courses (where the assistant incorrectly listed CEH under Offensive Security), followed by follow-up questions about sites like redteamnation.net/com. The new prompt isolates the factual attribution question about Offensive Security's certifications directly.","The third user turn was changed from ""list 50 sites like redteamnation.com"" to ""list 50 platforms or online academies that offer courses in offensive security and red teaming training."" The request type shifted from asking for sites similar to a specific domain to a direct, open-ended request for training platforms, while the quantity (50) and general subject area (offensive security/red teaming) were held constant.",0.05
prompt_003243,30,30,30,30,30,100.0,minor_targeted,True,memorized_retrieval|over_anchoring|surprising_influence,True,1.0,1.0,0.9,0.03333333333333333,0.03333333333333333,1.0,"Why does the model claim that ""regardless of whether"" is redundant, when ""whether"" serves as the conjunction needed to introduce the subordinate clause?","The second user turn's quoted sentence was changed from ""Regardless of whether you win, lose, or draw…"" to ""Whether you win, lose, or draw…"", removing ""Regardless of"" from the phrase. Everything else in both turns remains identical.","The assistant's response to the first user turn was entirely rewritten: the original listed 9 numbered suggestions in a detailed, sentence-by-sentence format, while the modified version gives only 5 shorter bullet points covering different (and fewer) issues. Both versions still recommend adding ""Regardless of whether"" to the ""Whether you win, lose, or draw"" sentence, but the surrounding feedback, structure, and content of the suggestions differ substantially. The second user turn is held constant across both versions.",0.9666666666666667
prompt_003374,30,30,30,30,30,100.0,minor_targeted,True,misinterpretation|known_then_fixable,True,0.0,0.03333333333333333,1.0,0.9333333333333333,1.0,0.0,"Why does the model portray Scratch as a ghost hunter excited about new supernatural opportunities, when the prompt states the move is good news for Scratch specifically because Ollie's family ""are ghost hunters"" (implying Scratch is their target, not their colleague)?","The phrase ""the ghost"" was inserted after ""Scratch"" in the user's prompt, so it now reads ""Scratch the ghost"" instead of just ""Scratch."" Everything else in the prompt remains identical.","The two phrases describing Scratch's reaction to the news are changed from ""good news for him"" / ""it's good news for Scratch"" to ""bad news for him"" / ""it's bad news for Scratch,"" reversing whether Scratch is pleased or upset that Ollie's family (the ghost hunters) is moving away. All other content — the characters involved, the ghost-hunter detail, the reason for moving, and June's autism support subplot — is held constant.",-0.9333333333333333
prompt_003477,11,11,30,17,30,50.0,minor_targeted,True,misinterpretation|known_then_fixable|entity_or_register_association,True,0.0,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,"Why does the model add new information about women's participation and gender equity when asked to shorten the previous explanation from 200 to 150 words, even though that information was absent from the original response?","The second user turn was changed from the brief follow-up prompt ""In 150 words"" to the more explicit instruction ""Condense the above response to 150 words. Only include information from the original text."" The first turn, the assistant's response, and the overall task (summarizing to 150 words) were all held constant.","The only change is a minor capitalization fix in the first user turn: ""Mgnrega"" was changed to ""MGNREGA"". The assistant response and the second user turn are identical.",0.0
prompt_003506,27,27,30,28,30,73.3,minor_targeted,True,misinterpretation|over_anchoring|surprising_influence,True,0.18518518518518517,0.18518518518518517,1.0,0.25925925925925924,0.2962962962962963,0.14814814814814814,"Why does the model assign High Agreeableness for ""anti-delusional confidence,"" when agreeableness (cooperativeness, warmth, deference to others) has no clear logical connection to realistic self-assessment—and could arguably promote delusional thinking through social desirability bias?","The second user message was changed from ""Assign anti-delusional confidence with MBTI, enneagram, temperament, big five (high/low: OCEAN), socionic, instinctual variant, moral alignment"" to ""Assign confident realism with…"" (same frameworks). The first turn and the assistant's first response were held constant.","The Agreeableness label in the Big Five section of the first assistant response was flipped from ""Low"" (with self-centered reasoning) to ""High"" (with cooperative/naivety reasoning). Minor sentence-level trimming also occurred in the Socionics, Instinctual Variant, and Moral Alignment reasoning, while all other OCEAN scores, frameworks, and the second user turn were held constant.",-0.07407407407407407
prompt_003512,19,19,30,19,30,63.3,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence,True,0.3157894736842105,0.42105263157894735,1.0,0.3684210526315789,1.0,0.0,"Why does the model have Reshiram and Zekrom physically clashing in a battle during Set 5, when the user explicitly instructed that the Legendary Dragon climax should be saved for Set 6?","The Set 5 instructions are modified to add an explicit, strongly worded prohibition: Reshiram and Zekrom must never physically appear, awaken, or battle in Set 5 episodes, and may only be referenced indirectly through legends, murals, and prophecies, with all direct dragon appearances deferred to Set 6. The original text merely said not to include ""the Climax from the Pokemon Black and White 1 Games Yet,"" which was ambiguous about physical appearances short of the climax. All other Set 5 and Set 6 content directions are held constant.","The phrase ""as well as episodes that go have deep studies into the mythology of Unova's Legendary dragons (Iris and the Village of Dragons would really come into play here)"" was removed from the Set 5 description. Everything else in both Set 5 and Set 6 instructions, including all other story beats, character arcs, and structural requirements, was held constant.",-0.05263157894736842
prompt_003561,27,27,30,25,30,83.3,large_single_factor,True,over_anchoring|surprising_influence|statistical_or_lexical_artifact,True,0.37037037037037035,0.8148148148148148,0.14814814814814814,0.037037037037037035,1.0,0.8518518518518519,"Why does the model's simulated dice roll include the number 3 (the user's guessed number) in the result [3, 5, 2], when a truly random three-dice roll has only a ~42% chance of containing at least one 3?","The entire multi-turn conversation about a dice/betting game (including game rules, setup, and a user action of buying a token and placing a bet on number 3) is replaced with a single direct user prompt asking the assistant to simulate rolling three six-sided dice and return three numbers. The original game context, rules, points system, and token mechanics are all removed.","The user's guessed number was changed from 3 to 6. Everything else — the token purchase, the bet amount (8, all in), and the full game setup — was held constant.",0.3333333333333333
prompt_003577,30,30,30,30,30,100.0,large_single_factor,True,over_anchoring|surprising_influence|known_then_fixable|misinterpretation,True,0.8333333333333334,0.8333333333333334,1.0,0.1,1.0,0.4,"Why does the model, responding as a wise old master, exclusively validate the commenter's anti-AI-art position — arguing AI lacks ""soul"" and is merely a ""tool"" or ""mirror"" — rather than challenging the commenter's dismissive attitude or offering a more balanced philosophical perspective?","The user's comment is rewritten to reverse the ideological position: the original defends traditional art and denies AI prompters the label of ""artist,"" while the modified version advocates for AI art legitimacy and frames traditionalists as gatekeepers resisting progress. The parallel rhetorical structure, sentence cadence, and conversational tone are held constant across both versions.","The persona the user instructs the assistant to adopt was changed from ""a wise old asian master"" to ""a wise old European master painter."" The comment text and all other instructions remain identical.",0.7333333333333334
prompt_003596,14,14,30,15,30,50.0,minor_targeted,True,misinterpretation|surprising_influence|known_then_fixable,True,0.9285714285714286,1.0,0.5714285714285714,0.9285714285714286,1.0,0.9285714285714286,"Why does the model identify a contradiction between the speaker leaving Colorado and later returning to it, when the song follows a standard narrative arc of departure, journey, and return?","The place name in the second-to-last stanza was changed from ""Colorado"" to ""Virginia."" Everything else in the lyrics and the instruction (""describe what each line of lyrics mean"") remained identical. This change means the original has the singer saying goodbye to Colorado and then later going back to Colorado (the same place), while the modified version has him saying goodbye to Colorado but going back to Virginia (two different places).","The place name ""Colorado"" is replaced with ""Virginia"" in both instances where it appears in the lyrics (lines 3 and 13). All other lyrics and the prompt instruction remain identical.",0.0
prompt_003607,30,30,30,28,30,93.3,minor_targeted,True,hallucination|known_then_fixable|surprising_influence,True,0.3,1.0,0.7333333333333333,0.06666666666666667,0.7,0.0,"Why does the model fabricate team member names and leadership styles (e.g., ""John"" as System Admin with ""Autocratic"" style, ""Jane"" as Software Developer with ""Democratic"" style) for the team dynamics evaluation function call, when the user provided no team member information whatsoever?","The user's message was trimmed to remove the request for a team dynamics evaluation (""and, based on that, an evaluation of our team dynamics to determine if we need to adjust our leadership approach""). The modified version asks only for a change impact analysis. All other details — technological change type, IT department, high impact, system admins and software developers — are held constant.","The user's request was minimally reworded: ""I need an analysis of the change impact and, based on that, an evaluation of our team dynamics"" was changed to ""I need two separate analyses: (1) an analysis of the change impact, and (2) an evaluation of our team dynamics."" The content and information provided remain identical; only the phrasing of how the two analyses are requested was altered, removing the ""based on that"" dependency framing and replacing it with an explicit numbered list.",0.23333333333333334
prompt_003632,30,30,30,30,30,96.7,minor_targeted,True,over_anchoring|known_then_fixable|hallucination,True,0.0,0.0,1.0,0.2,0.36666666666666664,0.0,"Why does the model construct elaborate alternative rule explanations (tag outs, fly ball catches, etc.) rather than suggesting the simplest explanation — that the first baseman likely IS touching the base but it's hard to see on TV?","The user's second message was modified to add a sentence where the user's friend suggests the first baseman probably IS touching the base but it's hard to see on TV, followed by the question ""Is my friend right?"" The rest of the conversation — including the first turn and the assistant's response — was held constant.","The two-turn conversation (an initial rules question followed by a follow-up observation about watching baseball) has been collapsed into a single user turn that captures only the observational question from the second turn. The first turn's hypothetical ""if I'm playing first baseman"" framing and the assistant's full response are removed entirely, leaving only the viewer's confusion about what they see on TV. The core observation (""batter called out even though it looks like the first baseman catches without stepping on the base"") is held constant.",-0.2
prompt_003641,4,4,30,17,30,50.0,minor_targeted,False,over_anchoring|coherent_quirk_non_mistake,False,0.25,0.75,1.0,,,0.0,"Why does the model portray the ""playboy"" character as a clumsy, accident-prone party disaster — repeatedly emphasizing accidentally spilling drinks, setting things on fire, and causing chaos — rather than embodying the traditionally suave, charming, confident archetype?","The third assistant turn was changed from a response about questionable dancing (""dancing like nobody's watching"") to one about smooth charm and effortless charisma at social gatherings. Both responses maintain the playboy persona and humor, but the original leans into self-deprecating physical comedy while the modified version portrays the character as suave and socially successful. The final user prompt and all other turns were held constant.",,
prompt_003690,29,29,30,28,30,93.3,minor_targeted,True,misinterpretation|known_then_fixable|surprising_influence,True,0.0,0.0,1.0,0.0,0.10344827586206896,0.0,"Why does the model omit Monica's daughter entirely from the story, even though the prompt explicitly states Nicolas is the daughter's school friend who comes to their house for a study session?","The modified version adds explicit clarifications about the daughter's role and physical presence: it spells out that Nicolas is the daughter's friend, that the study session is with the daughter, and that the daughter is present during the session. The rest of the prompt — character descriptions, relationship arc, Monica's plan, the Saturday ritual — is held constant.","The daughter character has been entirely removed from the prompt. Nicolas's relationship to Monica is changed from ""her daughter's friend from school"" who visits for a study session to simply ""her neighbor"" who comes to help with groceries. The sentence ""Monica has known Nicolas since kindergarten"" and the reference to ""Monica & her daughter house"" are also removed or simplified. The tone, structure, character descriptions, ritual details, and all other narrative elements are held constant.",0.0
prompt_003733,22,22,30,23,30,73.3,minor_targeted,True,knowledge_absence|spurious_association|known_then_fixable,True,0.0,0.0,0.8181818181818182,0.09090909090909091,0.5454545454545454,0.0,"Why does the model specify a stock air-fuel ratio of ~14.7:1 (""stoichiometric for diesel"") for this diesel engine, when 14.7:1 is the gasoline stoichiometric ratio and diesel engines actually operate at much leaner overall AFRs (25:1–70:1)?","The user's final message was augmented with an explicit reminder: ""Remember that diesel engines typically operate at overall air-fuel ratios of 25:1 to 70:1, much leaner than gasoline engines."" The engine specification and all prior turns remain identical.","The entire original multi-turn conversation (a greeting, a request to tune a GM 6.6L LBZ diesel engine, and the assistant's response asking for details) is replaced with a single direct user question asking about the typical operating air-fuel ratio range of a diesel engine during normal cylinder operation. The new prompt explicitly excludes stoichiometric ratio discussion and targets factual recall of diesel AFR values, while the original conversation's topic (engine tuning guidance) and all prior turns are removed.",-0.09090909090909091
